INTERPRO_IPR001084:Tau and MAP proteins tubulin-binding repeat;7;41;0.870147023;-0.918964838;-1.647901607;-0.183226094;1.053790551;0.91579792;-3.235411716;0.07170289
INTERPRO_IPR027324:Microtubule associated protein MAP2/MAP4/Tau;7;41;0.870147023;-0.918964838;-1.647901607;-0.183226094;1.053790551;0.91579792;-3.235411716;0.07170289
"INTERPRO_IPR020593:Gamma-glutamyl phosphate reductase GPR; conserved site";1;8;-1.133383093;1.036617166;0.354450454;-1.034299347;-0.705710887;-0.153274542;0.714910448;-0.100525529
GOTERM_BP_DIRECT_GO:2000679~positive regulation of transcription regulatory region DNA binding;4;72;0.868545646;1.619152597;0.109183091;-0.697230295;0.386111652;-0.69493176;0.21042499;0.695564726
GOTERM_BP_DIRECT_GO:1901998~toxin transport;32;166;0.868488937;-0.979361137;2.01979091;2.512936095;1.793725727;0.651385419;-0.691567362;-0.835897961
GOTERM_MF_DIRECT_GO:0031435~mitogen-activated protein kinase kinase kinase binding;12;107;0.868453374;-0.317485538;-1.544003907;-0.92981709;-0.504171216;0.210685241;-0.972379794;0.335112234
"INTERPRO_IPR004088:K Homology domain; type 1";33;211;-0.868176582;0.863503633;2.009942031;1.836318815;0.590645144;-0.468419168;-0.114776145;1.332171429
INTERPRO_IPR025874:Double zinc ribbon;1;5;-0.743811996;0.762382837;-0.742446621;-0.861713298;-1.161966774;-1.633968281;-0.928104474;-0.731808449
KEGG_PATHWAY_mmu05164:Influenza A;85.5;942;0.866753871;-1.158411825;0.69976494;2.021826589;1.284362505;2.835351524;0.330162157;1.886093086
"INTERPRO_IPR024066:Regulator of G-protein signaling; domain 1";11;123;0.866488246;-0.895808105;-0.399005008;0.234754056;0.227104413;3.021087847;1.748603092;1.088964874
miRNA_mirSVRS<-0.5_mmu-mir-449c target;272;2724;-0.866225002;0.862097555;-2.287548071;-3.187946372;-2.710046028;-1.623494384;0.20861356;0.527833251
GOTERM_BP_DIRECT_GO:0051131~chaperone-mediated protein complex assembly;8;45;2.559596377;-2.667662275;-1.558744175;0.553341933;1.049929286;0.348131889;-4.699436065;-2.339232286
GOTERM_MF_DIRECT_GO:0005159~insulin-like growth factor receptor binding;4;75;0.864108766;-0.925003835;-1.142299408;-0.380731139;-0.302539249;0.249390443;-1.217443729;-0.374001051
SMART_SM00220:S_TKc;193;1703;0.863201073;-1.038356609;-2.016954723;-0.152069578;-0.798829177;1.305553752;-0.363632243;2.769380252
"GOTERM_BP_DIRECT_GO:0045893~positive regulation of transcription; DNA-templated";133.5;2800;0.863079097;-1.108092676;-0.545218311;0.747814712;-0.98448667;-2.629044461;-1.638928383;-0.832339702
GOTERM_BP_DIRECT_GO:0098838~reduced folate transmembrane transport;1;9;2.558088541;-3.156567506;-2.031662222;-0.589830007;1.585423817;0.506011088;-2.160677666;-1.279556781
GOTERM_BP_DIRECT_GO:0006884~cell volume homeostasis;8;46;0.862507353;-1.036373261;-2.515120744;-1.172286242;-0.244192454;-0.501839614;-2.54072815;1.19020123
GOTERM_BP_DIRECT_GO:0045930~negative regulation of mitotic cell cycle;11;141;-0.862350224;0.824638205;0.607978554;0.075128282;-0.411279202;0.271224223;-0.243719263;-1.165395663
GOTERM_BP_DIRECT_GO:2000373~positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity;3;18;0.862309539;-1.073316231;0.130934362;2.01133528;2.846104126;0.353491047;1.490079119;2.542774861
INTERPRO_IPR002666:Reduced folate carrier;1;15;2.558088541;-3.156567506;-2.031662222;-0.589830007;1.585423817;0.506011088;-2.160677666;-1.279556781
GOTERM_CC_DIRECT_GO:0005779~integral component of peroxisomal membrane;4;39;-0.862035505;0.779596792;0.848890976;1.363369236;1.672146412;1.213022531;2.301084111;-0.040768662
GOTERM_CC_DIRECT_GO:0008024~cyclin/CDK positive transcription elongation factor complex;3;37;-0.861203637;0.48846541;0.363284385;-2.773634203;-3.697102408;-2.863594067;-4.003170457;-0.704612626
SMART_SM01263:SM01263;2;19;1.13072523;-1.069584918;-0.379444117;0.462930458;-0.133824334;0.234198563;-1.474518148;-0.186864244
GOTERM_BP_DIRECT_GO:0014053~negative regulation of gamma-aminobutyric acid secretion;3;26;-1.13071796;1.170984058;-1.545986923;-1.354538869;0.0922041;-0.473111625;0.730772789;0.161558355
KEGG_PATHWAY_mmu04060:Cytokine-cytokine receptor interaction;14;856;-0.860366334;0.864430365;-0.298536695;-1.59895431;-1.038750838;-1.626945544;-2.000309909;-1.740950848
GOTERM_BP_DIRECT_GO:0042572~retinol metabolic process;8;71;0.860032781;-0.970958334;0.719251994;-0.6726804;-0.651011133;-3.07723459;-1.024223618;-1.356995543
GOTERM_BP_DIRECT_GO:1900260~negative regulation of RNA-directed RNA polymerase activity;1;6;1.130303153;-1.179324635;-0.89031582;-0.763382503;0.465717034;1.222190977;-0.393625193;1.501511938
GOTERM_BP_DIRECT_GO:0001773~myeloid dendritic cell activation;2;26;2.550920293;-2.886504399;2.321288915;3.257907979;3.528833537;0.918260208;0.917130347;2.22545358
GOTERM_BP_DIRECT_GO:0050718~positive regulation of interleukin-1 beta secretion;2;81;2.550920293;-2.886504399;2.321288915;3.257907979;3.528833537;0.918260208;0.917130347;2.22545358
INTERPRO_IPR012338:Beta-lactamase/transpeptidase-like;3;20;0.857278295;-1.298604305;-0.489771644;-0.584363442;1.388154117;1.569797289;0.655855684;1.484359195
GOTERM_BP_DIRECT_GO:0000724~double-strand break repair via homologous recombination;17;264;0.856873632;-0.974529856;1.957624268;2.519874634;1.378940728;0.224136992;-0.643852227;0.596068333
GOTERM_CC_DIRECT_GO:0005930~axoneme;26;379;0.856194574;-0.395418401;0.174401891;-0.879313268;-1.7447128;-0.565450558;-2.355432008;-0.878901001
INTERPRO_IPR001853:DSBA-like thioredoxin domain;1;2;-1.130285969;1.060783231;-0.349214028;-0.408328175;-1.318398443;-1.546983257;-0.216477596;-1.03073093
KEGG_PATHWAY_mmu04662:B cell receptor signaling pathway;39;366;0.855876911;-0.876102526;-0.814519647;0.363565147;1.091581025;1.685416184;-0.409356195;0.735424672
KEGG_PATHWAY_mmu05416:Viral myocarditis;27;583;0.854916291;-1.180479707;-0.985535449;1.126278199;0.591328625;1.835514552;-0.214763567;1.052235672
GOTERM_BP_DIRECT_GO:0006303~double-strand break repair via nonhomologous end joining;6;91;-0.854907762;0.794110421;-0.809144047;-0.394209745;-0.9426116;-1.363074962;-1.409834333;-1.491054892
INTERPRO_IPR013785:Aldolase-type TIM barrel;25;167;-0.854623169;0.75448488;3.779174081;1.953995579;2.112378568;0.539114962;2.51583585;0.506374653
INTERPRO_IPR000467:G-patch domain;7;97;-1.578834329;2.502790719;-1.026953529;-2.914960467;-3.048940788;-2.312184717;-2.498675631;-0.863446157
GOTERM_BP_DIRECT_GO:0030317~sperm motility;20;244;0.852469577;-0.634176672;0.560351372;1.308495413;-0.06221376;0.531823507;0.356302485;0.108476702
GOTERM_BP_DIRECT_GO:0006482~protein demethylation;2;13;-0.852268659;0.686418582;-0.178345792;0.102970221;-0.119369811;1.538966153;0.953656227;1.711972566
GOTERM_BP_DIRECT_GO:1901529~positive regulation of anion channel activity;1;1;-2.538383423;2.106044739;0.149284137;-0.473911935;-0.919203437;-0.33629435;1.529326048;-0.067323479
IPA_Diseases or Functions Annotation_volume of bone;22;121;-0.852205964;0.613003955;-0.597824458;-1.193883577;-1.241042427;-1.853106493;-0.401575613;-0.614343528
GOTERM_BP_DIRECT_GO:0070306~lens fiber cell differentiation;5;68;-0.851648422;0.873605208;0.660174962;1.161398921;-1.182305009;-0.079064595;1.475198097;-0.317085402
GOTERM_BP_DIRECT_GO:0030307~positive regulation of cell growth;34;345;0.850948564;-1.307746756;0.51093314;-0.309432473;0.79860995;0.386768205;0.755094687;-0.085955165
GOTERM_BP_DIRECT_GO:0097284~hepatocyte apoptotic process;9;80;0.850267448;-1.025444698;2.740514153;2.495549532;0.181221117;0.838586185;1.050614729;-1.872498581
GOTERM_BP_DIRECT_GO:0016584~nucleosome positioning;4;27;2.537305972;-2.761393544;1.691431617;1.063571105;1.687112705;-1.390560567;-0.211079096;1.156580989
GOTERM_BP_DIRECT_GO:0071260~cellular response to mechanical stimulus;34;345;0.849292016;-1.067660383;-1.104306513;-0.227478994;2.213522695;0.376201349;-0.213216602;-0.839887127
GOTERM_MF_DIRECT_GO:0004540~ribonuclease activity;3;87;-0.849168743;2.323711628;0.230960763;-0.586157577;0.104299845;0.697554269;1.532333536;0.574448454
miRNA_mirSVRS<-0.5_mmu-mir-127 target;25;335;0.848820928;-1.040517748;-0.083468215;0.738212515;0.393408286;0.058696284;1.271429584;0.548291959
CORUM_C_113;3;3;0.848820911;-0.587475805;-3.587972615;-1.93104299;0.1792631;0.192413862;-0.786664621;1.208777038
INTERPRO_IPR001133:NADH-ubiquinone oxidoreductase chain 4L/K;1;6;-1.576094954;1.393153008;-0.857208283;-1.773422417;-1.601693907;0.69404908;-0.51692011;0.235846022
"INTERPRO_IPR012000:Thiamine pyrophosphate enzyme; central domain";1;9;-1.128572403;1.094364977;-0.242946819;-1.286552956;-1.302740881;-1.635440924;0.441242752;-1.20123732
GOTERM_BP_DIRECT_GO:0048870~cell motility;7;106;2.531549744;-2.574511309;-0.011043726;2.943405269;1.13326545;2.661072563;-0.290389895;1.248932134
GOTERM_BP_DIRECT_GO:0051346~negative regulation of hydrolase activity;4;31;0.847337936;-1.053466292;-1.192333177;-2.064545187;-0.564238337;-3.883590995;-0.628214118;-1.416984236
GOTERM_MF_DIRECT_GO:0070530~K63-linked polyubiquitin binding;9;83;-0.847252789;0.80899387;0.419231069;-1.209574052;-1.424101863;-2.402664324;-1.518444096;-1.539978394
GOTERM_BP_DIRECT_GO:0010466~negative regulation of peptidase activity;30;354;0.847145943;-1.198019171;-0.869616245;-5.933445387;-3.469129158;-5.55694651;-7.613244444;-3.527326234
GOTERM_MF_DIRECT_GO:0030414~peptidase inhibitor activity;30;362;0.847145943;-1.198019171;-0.869616245;-5.933445387;-3.469129158;-5.55694651;-7.613244444;-3.527326234
INTERPRO_IPR024864:Nucleoporin Nup54/Nup57/Nup44;1;4;-1.574536309;1.421154464;-0.676991912;-1.197003173;-1.928130603;-1.466900504;-2.100733392;-1.22502971
INTERPRO_IPR001828:Extracellular ligand-binding receptor;34;339;0.844982346;-0.479361059;-3.273656922;-3.207602394;-1.197428091;2.199714027;0.354752387;1.883905332
GOTERM_BP_DIRECT_GO:0032011~ARF protein signal transduction;3;6;2.526667249;-2.782396671;-0.61405884;0.454273142;0.276036744;0.268266707;-0.30850157;0.753464356
INTERPRO_IPR027074:Integrator complex subunit 9;1;2;2.525064765;-3.104744273;0.157263627;0.619313071;2.004592164;1.051567893;0.074346519;1.662389615
INTERPRO_IPR000261:EPS15 homology (EH);15;83;-0.844681376;1.390313654;-1.386132342;-1.577337167;-1.208328836;0.191901751;0.814722658;0.305147847
SMART_SM00027:EH;15;83;-0.844681376;1.390313654;-1.386132342;-1.577337167;-1.208328836;0.191901751;0.814722658;0.305147847
GOTERM_BP_DIRECT_GO:1904694~negative regulation of vascular smooth muscle contraction;2;10;-2.523887601;2.236124952;0.562311504;0.041240349;-0.810567196;-0.917492896;0.070122206;-0.86041079
GOTERM_CC_DIRECT_GO:0000307~cyclin-dependent protein kinase holoenzyme complex;3;98;-2.523688603;2.269858718;1.501799718;0.277741308;-1.488008719;-0.236502048;-0.986138155;-1.882378147
IPA_Tox Diseases or Functions Annotation_proliferation of podocytes;2;4;-1.126654758;1.108950531;0.102667246;-0.202132569;-0.548596926;-0.945218066;-1.411745767;-1.945905198
GOTERM_BP_DIRECT_GO:0051707~response to other organism;4;31;2.521882733;-2.801089259;0.67143763;2.058876734;1.258493286;0.924877259;-2.730111115;-4.131039608
IPA_Upstream Regulator_Retnlb other;12;75;0.842945084;-1.292927459;1.143271721;0.064230711;0.155694691;0.766633215;1.461226305;-0.015608041
"INTERPRO_IPR001110:Uncharacterised protein family UPF0012; conserved site";1;4;-2.519262816;2.064903676;-0.628166545;0.487270256;-1.645662954;-1.215243591;-1.764271497;-2.382007479
IPA_Diseases or Functions Annotation_quantity of mononuclear leukocytes;76;400;-0.842731467;0.932597347;-0.391216184;-1.310692226;-0.452893219;-2.011371766;-0.622479383;-1.935893623
GOTERM_BP_DIRECT_GO:0031175~neuron projection development;104;726;0.841977707;-0.435330845;0.240344349;0.324977927;-0.216487572;-0.010077485;0.751380564;1.503929229
KEGG_PATHWAY_mmu04142:Lysosome;74.5;594;0.841902617;-0.374737134;0.627573879;0.515469866;0.593004436;1.54325132;1.028762438;1.110915002
GOTERM_BP_DIRECT_GO:0008033~tRNA processing;35;279;-0.84181894;0.843963383;0.386257166;-1.608779182;-0.656513996;-1.347259903;0.566352053;-1.668611318
GOTERM_BP_DIRECT_GO:0043009~chordate embryonic development;5;32;0.841130409;-0.801340246;0.292508649;-0.317209354;-0.614461457;0.563986779;0.768824873;1.163961682
IPA_Upstream Regulator_MET kinase;7;51;-0.838815104;0.803691951;0.04945894;0.482897579;-0.73460025;1.304867142;1.286666378;-1.873909193
INTERPRO_IPR004850:Agrin NtA;2;13;-2.517864812;2.08335983;0.85979023;-1.035975112;-1.961557827;-1.654529793;0.378880598;-1.410231019
SMART_SM00057:FIMAC;2;20;-2.517864812;2.08335983;0.85979023;-1.035975112;-1.961557827;-1.654529793;0.378880598;-1.410231019
GOTERM_BP_DIRECT_GO:1903589~positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis;1;4;1.569345386;-1.693015008;-1.22625875;-0.552441572;1.779793329;0.66501517;-0.50754345;0.896464377
GOTERM_BP_DIRECT_GO:0043523~regulation of neuron apoptotic process;22;199;-0.83616885;1.075222627;0.211772221;-0.746284992;-0.297855048;-1.091373564;-1.216291913;-1.305773317
"INTERPRO_IPR019496:Nuclear fragile X mental retardation-interacting protein 1; conserved domain";1;1;2.515891352;-3.071917825;0.531642329;1.462491018;1.774044113;1.344908259;-0.069576512;1.320630336
GOTERM_MF_DIRECT_GO:0048156~tau protein binding;10.5;86;0.835542927;-0.900836374;0.094988889;1.142867161;1.428103659;1.35036895;-2.412670167;-0.701671604
GOTERM_BP_DIRECT_GO:0003376~sphingosine-1-phosphate signaling pathway;2;27;0.835084132;-1.024521597;0.541350343;0.7906629;0.415344811;1.493298866;0.309545743;2.23410003
INTERPRO_IPR011992:EF-hand-like domain;148.5;1079;0.834903283;-0.552121171;-1.494466221;-2.116268003;-1.365149353;-0.241995466;-0.125138201;0.34818641
GOTERM_MF_DIRECT_GO:0005184~neuropeptide hormone activity;5;67;0.834392353;-1.202734887;-0.78767914;0.447412878;0.030367245;0.202114958;0.970960779;-2.654742759
GOTERM_BP_DIRECT_GO:1902277~negative regulation of pancreatic amylase secretion;2;16;-0.834321639;0.753304796;-0.477051677;-0.755248037;-0.952363351;-0.068626841;-0.404244926;0.110151305
GOTERM_BP_DIRECT_GO:2001236~regulation of extrinsic apoptotic signaling pathway;2;37;-0.834321639;0.753304796;-0.477051677;-0.755248037;-0.952363351;-0.068626841;-0.404244926;0.110151305
GOTERM_MF_DIRECT_GO:0045502~dynein binding;8;95;-0.833666317;1.239292854;1.198551829;1.028395109;-0.379412462;-0.526494055;-0.239197296;0.383061418
GOTERM_MF_DIRECT_GO:0004175~endopeptidase activity;45.5;426;0.833385143;-0.280332657;0.450772534;1.675556332;1.634952625;1.383379513;2.135615138;2.436255868
GOTERM_BP_DIRECT_GO:0045995~regulation of embryonic development;7;48;-0.833141585;1.511853303;-0.972511189;-2.349953482;-1.445810394;-0.208717554;-0.735368359;-0.540629007
KEGG_PATHWAY_mmu04917:Prolactin signaling pathway;39;356;-0.83295218;0.439765702;0.768779764;0.203115315;0.021533078;0.798485485;0.237015861;1.38953909
GOTERM_BP_DIRECT_GO:0046777~protein autophosphorylation;104;970;0.832019916;-1.296637484;1.618927375;2.102786274;0.834393117;2.417691101;1.553253763;2.196370548
GOTERM_MF_DIRECT_GO:0000402~crossed form four-way junction DNA binding;1;7;2.514213308;-2.89007761;2.141234188;2.934876212;3.346645536;0.898460175;0.956233277;1.833815986
GOTERM_MF_DIRECT_GO:0003681~bent DNA binding;1;7;2.514213308;-2.89007761;2.141234188;2.934876212;3.346645536;0.898460175;0.956233277;1.833815986
GOTERM_MF_DIRECT_GO:0005248~voltage-gated sodium channel activity;12;99;0.830828507;-0.702339861;-3.793134286;-3.100088926;-1.900914831;-2.331132935;-4.035586931;-1.980177263
"GOTERM_BP_DIRECT_GO:0033160~positive regulation of protein import into nucleus; translocation";6;80;0.830401235;-0.99565041;-0.397913372;0.812124462;0.625090214;0.13862495;-4.367822055;-2.241125322
GOTERM_BP_DIRECT_GO:0048549~positive regulation of pinocytosis;5;28;0.829721987;-0.89459828;1.632828218;0.50538952;0.780843135;0.859976159;0.594431111;1.273429285
GOTERM_BP_DIRECT_GO:0030212~hyaluronan metabolic process;5;51;-0.827421703;0.554907985;0.700281834;0.523790671;1.764009376;2.442631907;2.403810424;1.608312433
GOTERM_MF_DIRECT_GO:0017147~Wnt-protein binding;3;106;-0.826790244;0.604660735;-1.500423753;-0.367952096;-0.591691873;-1.118182286;-0.418325628;0.619028287
GOTERM_BP_DIRECT_GO:0019800~peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan;3;25;2.512043275;-2.962239344;-1.46974168;-2.9395893;-0.883596722;-0.522126786;-1.160433225;-0.899732059
GOTERM_BP_DIRECT_GO:0006024~glycosaminoglycan biosynthetic process;16;139;-2.510815;2.254739565;0.917218849;-0.868536035;-1.681940422;-1.595092378;-0.326941938;-2.619514315
GOTERM_BP_DIRECT_GO:0045776~negative regulation of blood pressure;8;122;-0.82570302;0.850017341;-2.716614053;-2.031377438;-0.083776941;-1.777565172;-1.379926071;-1.181609678
CORUM_C_156;2;4;1.567581631;-1.620616181;-1.186828487;-0.504349024;0.914650109;0.678477372;-0.260944827;0.312977526
GOTERM_MF_DIRECT_GO:0033691~sialic acid binding;4;44;-1.121036215;0.654151113;-1.162479747;-1.483766624;-2.300903726;-2.37683084;-0.074105705;-1.523623159
GOTERM_CC_DIRECT_GO:0000922~spindle pole;47;484;-0.825093645;1.448134003;-2.05940826;-3.169209524;-0.947787001;-1.058299923;-0.388984276;-0.562076363
IPA_Tox Diseases or Functions Annotation_inflammation of liver;28;161;-0.825092007;0.60807416;-0.659363055;-4.682763719;-1.604693383;-2.231830367;1.008528157;-2.457641766
GOTERM_BP_DIRECT_GO:0045954~positive regulation of natural killer cell mediated cytotoxicity;5;113;-0.823903744;0.689785334;-1.222611109;-0.668595712;-0.64213318;0.182359147;-0.202001205;0.113117801
INTERPRO_IPR001791:Laminin G domain;28;273;-2.504206638;2.824892679;0.961119884;-1.258035227;-1.836804669;-1.239804891;-0.077849004;-2.052707307
GOTERM_CC_DIRECT_GO:0001750~photoreceptor outer segment;29;294;0.823349945;-0.822233159;1.05471638;0.7491598;-0.100025151;0.876573165;-0.767676737;0.849616215
GOTERM_BP_DIRECT_GO:0006821~chloride transport;38;313;-0.822899757;1.232382831;0.518897757;-0.385854843;0.150381648;-1.886810802;-1.027341493;-2.230170713
GOTERM_BP_DIRECT_GO:0006061~sorbitol biosynthetic process;1;6;1.562906291;-1.620316562;1.64542511;2.324419502;1.105930762;0.030761249;-0.804402579;-0.31480632
GOTERM_CC_DIRECT_GO:0016514~SWI/SNF complex;11;102;-2.501219078;1.945974719;-0.038656075;-1.774541158;-2.183892113;-1.695450617;0.742059378;-0.533550563
GOTERM_BP_DIRECT_GO:0045687~positive regulation of glial cell differentiation;2.5;21;0.821557821;-0.905833149;-0.134276629;-0.394188174;0.340977878;1.114477657;0.420297667;2.247413831
GOTERM_CC_DIRECT_GO:0090544~BAF-type complex;11;133;-2.501219078;1.945974719;-0.038656075;-1.774541158;-2.183892113;-1.695450617;0.742059378;-0.533550563
GOTERM_BP_DIRECT_GO:0034612~response to tumor necrosis factor;10;90;-0.81908984;0.569127449;1.209832884;0.425932224;0.014745409;0.50550292;-0.296557858;-0.182012388
GOTERM_BP_DIRECT_GO:0072359~circulatory system development;1;5;-2.499060874;2.10458002;-0.044725049;-0.203124606;-0.31961826;0.297188399;0.870507623;0.077429904
GOTERM_MF_DIRECT_GO:0005171~hepatocyte growth factor receptor binding;1;8;-2.499060874;2.10458002;-0.044725049;-0.203124606;-0.31961826;0.297188399;0.870507623;0.077429904
GOTERM_MF_DIRECT_GO:0055105~ubiquitin-protein transferase inhibitor activity;1;8;-2.499060874;2.10458002;-0.044725049;-0.203124606;-0.31961826;0.297188399;0.870507623;0.077429904
INTERPRO_IPR013877:YAP-binding/Alf4/Glomulin;1;5;-2.499060874;2.10458002;-0.044725049;-0.203124606;-0.31961826;0.297188399;0.870507623;0.077429904
GOTERM_BP_DIRECT_GO:0010452~histone H3-K36 methylation;3;25;-0.817657289;0.839156307;-0.333558094;0.749509398;1.264029302;1.303745789;1.25262483;0.023507577
"GOTERM_BP_DIRECT_GO:0030970~retrograde protein transport; ER to cytosol";11;80;-0.817610136;0.72060156;-0.494085304;-0.870164391;-0.140099527;-0.423803009;-1.412858199;-1.683249869
INTERPRO_IPR021625:Proteasome Inhibitor PI31;2;9;-2.497942816;2.151163554;0.23285463;-0.955038031;-1.31996863;-1.341127346;-0.578569915;-0.807206926
INTERPRO_IPR014767:Diaphanous autoregulatory;7;48;-0.817323381;1.252972916;1.324685079;-1.409957526;-1.442196491;-1.29320637;1.380953566;-0.512845445
GOTERM_BP_DIRECT_GO:0021589~cerebellum structural organization;2;17;0.816976474;-0.729605754;0.216487959;1.399062544;0.919718464;0.464545897;-1.20520564;-0.614804614
GOTERM_BP_DIRECT_GO:0035437~maintenance of protein localization in endoplasmic reticulum;2;11;0.816976474;-0.729605754;0.216487959;1.399062544;0.919718464;0.464545897;-1.20520564;-0.614804614
GOTERM_MF_DIRECT_GO:0034211~GTP-dependent protein kinase activity;2;14;2.492758919;-2.806260307;0.802923562;2.110516918;2.926406106;1.065489561;-0.924189227;0.41268328
GOTERM_BP_DIRECT_GO:0000902~cell morphogenesis;41;429;0.814463491;-0.898841338;-2.101116085;-2.03246362;-1.111564275;0.352613458;-0.841788885;0.863231479
GOTERM_BP_DIRECT_GO:0047496~vesicle transport along microtubule;13;88;-0.81429025;0.420616407;-0.549798231;0.343261079;0.943731022;-0.077279653;-0.397943375;-0.307248202
GOTERM_MF_DIRECT_GO:0016853~isomerase activity;71.5;420;0.813994173;-0.883956208;-1.158028164;1.074640372;2.044425618;-0.684145034;0.035985585;-0.048013913
GOTERM_MF_DIRECT_GO:0046975~histone methyltransferase activity (H3-K36 specific);2;20;-0.813421783;0.814951076;-0.302879038;-0.848368906;1.346739045;1.974482148;1.717571521;0.825580873
"INTERPRO_IPR019385:Phosphorylated adapter RNA export protein; RNA-binding domain";1;4;-2.488558648;2.069480064;0.310272682;0.513889229;-1.1851043;-2.244898072;0.363015611;-0.774751965
BIOCARTA_m_pdgfPathway:PDGF Signaling Pathway;22;163;0.812628549;-0.995858751;1.578662056;1.4046548;1.510169227;2.025276801;1.019981308;1.395661908
GOTERM_BP_DIRECT_GO:1901215~negative regulation of neuron death;23;264;0.812577658;-0.541337226;0.583883824;0.385839682;1.551970589;-0.294061912;-0.994346104;-0.227621182
GOTERM_BP_DIRECT_GO:0006260~DNA replication;32.5;554;-0.812205145;1.422454935;-0.593792776;-0.23062221;-0.230201294;-0.699016105;0.414803656;0.584587285
"INTERPRO_IPR023142:Microtubule-associated serine/threonine-protein kinase; pre-PK domain";2;25;-1.118942388;0.903570783;-1.501342857;-1.716119042;-1.887202284;-1.537398814;-0.059421416;-1.917377336
GOTERM_CC_DIRECT_GO:0005923~bicellular tight junction;54;558;-0.8112865;0.696991298;0.12181203;1.17542167;-1.377666665;0.587877823;-0.679106952;0.486364624
"INTERPRO_IPR003649:B-box; C-terminal";9;71;-0.811156751;0.85520464;0.266694449;0.127392709;-1.720017176;-1.968459218;-0.958703379;-2.139971318
SMART_SM00502:BBC;9;71;-0.811156751;0.85520464;0.266694449;0.127392709;-1.720017176;-1.968459218;-0.958703379;-2.139971318
GOTERM_MF_DIRECT_GO:0031404~chloride ion binding;7;82;-0.811072637;1.191291753;-0.299176193;-2.109474256;-0.221589161;-1.724905386;0.837859299;-1.154554939
GOTERM_BP_DIRECT_GO:0055073~cadmium ion homeostasis;1;2;2.481623583;-2.890238953;16.94545255;18.69487354;9.234048963;6.906126674;6.283979159;0.536366568
KEGG_PATHWAY_mmu04668:TNF signaling pathway;43.5;529;0.810292207;-0.343350671;-1.774547213;-1.356367364;0.947801633;0.670704521;0.171913557;1.678897609
"INTERPRO_IPR006639:Peptidase A22; presenilin signal peptide";3;24;-1.117921281;1.081558188;-0.715377392;-1.765006859;-1.291073407;-1.010097627;-0.065498919;-0.575468118
GOTERM_BP_DIRECT_GO:0048589~developmental growth;12;186;0.809299047;-0.629935851;-0.578340001;0.249268822;1.121642615;0.951842874;-0.164666894;1.868127968
IPA_Diseases or Functions Annotation Tox_intrahepatic cholestasis;3;4;-1.554805061;1.34496849;-1.378528117;-0.910425341;-1.675109048;-1.796652934;-1.165112933;-1.780878591
IPA_Diseases or Functions Annotation Tox_microvesicular hepatic steatosis;2;2;-1.555551679;1.473901393;2.673597002;0.536451888;1.936718218;1.543024255;2.153244805;1.903621143
INTERPRO_IPR014729:Rossmann-like alpha/beta/alpha sandwich fold;34;187;-0.807120503;1.113379139;0.105025842;-0.887284776;0.334132886;-0.007186545;0.76219237;-1.550677826
CORUM_TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1);4;4;-1.555499421;1.875363238;0.004104201;-0.496582902;-1.625472132;-0.48060609;-0.198513282;-0.965129915
GOTERM_BP_DIRECT_GO:0007044~cell-substrate junction assembly;3;54;-1.55495609;1.438241224;0.2111607;-0.565209934;-1.572908214;-1.3046309;0.886906509;-0.876114744
INTERPRO_IPR011646:KAP P-loop;1;15;-2.478455432;2.208561672;-1.733928102;-0.909605329;-0.93165062;-0.916798892;-0.200895847;-1.519543856
INTERPRO_IPR002999:Tudor domain;8;123;-0.806014449;0.630373803;1.665031995;0.779493979;1.079399517;0.643644354;2.098058407;0.200155617
BIOCARTA_m_eif2Pathway:Regulation of eIF2;7;45;0.805875487;-0.550954337;-1.606086115;-0.940911458;-0.480535009;-0.881172229;0.016600537;1.293395904
GOTERM_BP_DIRECT_GO:0032869~cellular response to insulin stimulus;51;463;-0.805808117;0.829000524;0.499049574;0.266858411;-0.789979304;-1.625595168;-0.109259935;0.117200461
IPA_Upstream Regulator_DDR1;2;7;0.805428286;-1.044179189;-0.394207537;-1.730253065;-0.832012579;0.999871946;1.610741589;1.218230339
GOTERM_BP_DIRECT_GO:0032091~negative regulation of protein binding;31;266;-0.805075309;0.576331573;0.215696096;1.310147421;1.301371912;1.07262567;1.658011261;1.143109
KEGG_PATHWAY_mmu00471:D-Glutamine and D-glutamate metabolism;3;16;0.804770509;-1.101248583;1.261651187;0.031235361;1.595927503;1.354832784;0.881153508;1.634095865
GOTERM_CC_DIRECT_GO:0031226~intrinsic component of plasma membrane;20;173;-0.804281309;0.751345493;-3.223053625;-1.871409013;-0.495896612;0.087807524;-1.437132077;-0.577813045
GOTERM_CC_DIRECT_GO:0045178~basal part of cell;6;61;0.803990268;-0.901487626;1.449221721;-0.098835304;0.978223848;-2.592096881;-1.932011068;-4.059216761
GOTERM_BP_DIRECT_GO:0023021~termination of signal transduction;4;17;0.803597145;1.676105408;1.072301904;-1.227131381;-1.777900478;-2.076686162;-0.629815392;-2.106899659
